dominant_topic;topic_perc_contribution;topic_Keywords;clean_review;original_review;polarity_score
Topic 1;0.41;ride, bug, guest, path, work, break, people, money, issue, campaign;['fun', 'need', 'polish', 'adore', 'way', 'make', 'coaster', 'wiild', 'extreme', '', 'work', 'tend', 'make', 'way', 'expensive', 'guess', 'note', 'amusement', 'park', '', '', 'know', 'bug', '', 'entrance', 'exit', 'path', 'tend', 'bug', 'edit', 'coaster', 'comission', '', 'money', 'build', 'path', 'speak', 'path', '', '', '', 'standart', 'black', 'use', 'type', '', 'coaster', 'start', 'stuck', 'revenue', 'freeze', 'close', 'reopen', 'coaster', 'second', 'reload', 'baby', 'hiccup', 'bug', 'flawless'];"Already fun but needs polishing. 

I adore the way you can make coasters this wiild and extreme and they somehow legally work, but i tend to make them way too expensive so i guess that's on me. It could also be noted that this is my very first amusement park tycoon game so i don't really know what i'm doing yet.

There's still bugs here and there.
 Notably the entrance and exit paths tend to bug out when you edit coasters, they are out of comission untill you get the money to build paths again. 
Speaking of paths, they sometimes get a wierd graphical glitch where they become the standart black even if you use another type consistently. 
Sometimes coasters also just don't start or get stuck so the revenue freezes and you have to close and reopen the coaster for a second or reload the game. 
It all seems like baby's first hiccups, those bugs, but after that it could be flawless.";0.10238095238095238
Topic 1;0.49;ride, bug, guest, path, work, break, people, money, issue, campaign;['premium', 'price', 'tag', 'work', 'get', 'campaign', 'buying', 'island', 'wheel', 'space', 'ride', 'maintain', 'repaired', 'mechanic', 'bug', 'make', 'ignore', 'ride', 'regret', 'buying', 'point', 'break', 'mechanic', 'roam', 'park', 'right', 'way', 'send', 'repair', 'ride', 'mechanic', 'call', 'repair', 'break', 'ride', 'say', 'early_access', 'release', 'bug'];For a game with a premium price tag, except it to work, I got to the campaign where we are buying islands, and the Wheel of love and space ride, is never maintained or repaired by the mechanics because there is a bug that makes them ignore those rides. I regret buying this game at this point because to me that is game-breaking. I have mechanics roaming the park right now doing nothing and no way to send them to repair the rides. Why wouldn't this be something put in the game, have a mechanic called to repair a broken ride?  If you didn't have a full game, then you should have said it was early access, not released it with bugs.;-0.08492063492063494
Topic 1;0.33;ride, bug, guest, path, work, break, people, money, issue, campaign;['', 'fix', 'charge', 'expect', 'rollercoaster', 'glitch', 'cause', 'lose', 'profit', 'time', 'row', '', 'close', 'opening', 'ride', 'time', 'frustrating', 'release'];After 2 fixes and a PS40 charge, I'd expect the rollercoasters to not glitch and cause me to lose profit, several times in a row despite me closing and opening the rides several times. It's frustrating and shouldn't have been released.;-0.13333333333333333
Topic 1;0.67;ride, bug, guest, path, work, break, people, money, issue, campaign;['', 'looking_forward', 'month', 'release', 'early', 'development', 'expect', '', 'complete', 'horrible', 'clipping', 'issue', 'people', 'walk', 'object', 'crash', 'issue', 'try', 'undo', '', 'bad', '', 'break', 'issue', 'fourth', 'campaign', 'mission', 'save', 'complete', 'goal', 'income', 'park', '', 'month', 'guest', 'park', 'reload', '', 'bunch', 'guest', 'come', 'park', 'reach', 'entrance', 'turn', 'leave', 'look', 'reason', 'say', 'ride', 'think', '', 'temporary', 'thing', 'level', 'try', 'guest', 'count', 'wise', 'play', 'level', 'hour', 'guest', 'count', 'drop', 'go', 'make', '', 'month', 'negative', 'month', 'matter', 'try', 'add', 'ride', 'change', 'path', 'guest', 'gate', 'turn', 'leave', 'understand', 'early_access', 'small', 'studio', 'issue', 'big', 'company', 'claim', 'complete', 'pathetic', 'buying', 'developer', 'make', 'improvement', 'deliver', 'complete', '', 'get', 'fix', 'issue', 'polish', 'early_access', 'sell', 'say', 'time', 'buy', '', 'game', 'release', 'wait', 'month', '', '', 'work', 'buy', 'future', '', 'disappointing'];"I am really sad about this game. I've been looking forward to it for months, and when it was released and was not in early development, I expected I was getting a completed game. I WAS NOT. This game has horrible clipping issues, people walking through objects, a crashing issue if you try to undo too quickly, and worst of all a near game breaking issue. I am on the fourth campaign mission of the game, and I had saved the game after completing the third goal. I had an income for the park of over 1,300 per month, and over 700 guests in the park. When I reloaded my game later, I had a bunch of guests coming into the park. But, when they reach the entrance, they turn around and leave. When I look at the reason, they say ""no rides."" I thought maybe this was a temporary thing as the level tries to get back to where it was guest count wise. But, I played the level for over an hour, and my guest count dropped by over 300, while I went from making 1,300 a month to negative 100 a month. No matter what I tried (adding rides, changing paths, etc) the guests would get to the gate and turn around to leave. I can understand if the game was in early access from a small studio having an issue like this, but from a big name company who is claiming that the game is complete, this is pathetic. 

I would recommend NOT buying this game until the developer makes serious improvements to it and delivers the completed game that we were supposedly getting. If they do not fix these issues and polish the early access game that they sold, I can say this will be the last time that I buy one of their games when it releases. I will wait several months at least to ensure the game actually works before buying it in the future. Incredibly disappointing.";-0.22875000000000006
Topic 1;0.34;ride, bug, guest, path, work, break, people, money, issue, campaign;['bad', 'breaking_bugs', 'frustrating', 'ride', 'stick', 'boarding', 'visitor', 'shop', 'require', 'certain', 'location', 'clear', 'level', 'recognize', 'crash', 'randomly', 'point', 'play', 'mess', '', 'annoying', '', 'driver', 'update', '', 'kind', '', 'content', 'campaign', 'short', 'art', 'style', 'notch', 'idea', 'ride', 'fun', 'work', 'accessible', 'planet_coaster', 'park', 'heroclix', 'planet_coaster', '', 'enjoy', 'rough', 'experience', 'steam', '', 'need', '', 'meh', 'want', 'theme_park', 'easy', 'go', '', 'say', 'wait', 'annual', 'pass', 'involve', 'development', 'road', 'map', 'deliver'];"The Bad:  There's a good game here, we just don't have it yet.  Game breaking bugs are just frustrating.  Rides get stuck ""Boarding Visitors"".  Shops which are required to be in a certain location to clear a level are not recognized.  The game will crash randomly.  Not to the point of ""I can't play this mess"" but enough to be highly annoying.  (Yes, all my drivers are updated.  No, I'm not on a Potato.)  Its also kind of light on content.  Campaign is very short.

The Good:  Art style is top notch.  Some interest ideas for rides.  Just not enough of them.  It IS Fun, when it works.  Its more accessible than Planet Coaster.  (Park Beyond would be HeroClix to Planet Coaster's War40k.)

Overall:  I'm enjoying myself, but its a rough experience.  Steam REALLY needs a ""Maybe"" or ""Meh.""  If you're wanting a Theme Park game that's easy going.... maybe?  At $50, I'd say no.  At $80, I'd wait to see what that ""Annual Pass"" involves and where development road map delivers.";0.07398589065255731
Topic 1;0.5;ride, bug, guest, path, work, break, people, money, issue, campaign;['bad', '', 'buggy', 'fun', 'conscience', 'point', 'try', 'freaking', 'hard', 'enjoy', '', 'bork', 'time', 'break', 'core', 'update', 'big', 'bug', 'squash', '', 'come', 'report', 'bad', 'hope', 'fix', 'fade', 'reiterate', 'break', 'core'];"This game is bad. So, so, so unbelievably buggy. There is a fun game in there somewhere but I can't in good conscience recommend this game to anyone at this point. I've been trying so FREAKING hard to enjoy this game - and I can, sometimes, but ultimately, something borks. Every time. This game is broken to its core.

Update: The first big bug squash patch has come out. Here to report that it's somehow even worse than before. My hope that this game can be fixed is fading. Would like to reiterate that this game is broken to its core.";-0.17458333333333328
Topic 1;0.33;ride, bug, guest, path, work, break, people, money, issue, campaign;['', 'enjoy', 'hour', 'play', 'constant', 'freezing', 'crash', 'audio', 'glitch', 'break', 'feasible', 'fix'];Really enjoyed the game at first, but after only a few hours play there was constant freezing, crashing, and audio glitches that were game-breaking with no feasible fix.;0.024999999999999994
Topic 1;0.64;ride, bug, guest, path, work, break, people, money, issue, campaign;['positive', '', 'state', 'money', 'breaking_bugs', 'visitor', 'queue', 'enter', 'ride', 'result', 'able', 'achieve', 'mission', 'goal', '', '', 'monitor', 'graphical', 'error', 'place', 'bench', 'angle', 'break', 'path', 'overlap', 'texture', 'grid', 'joke', '', 'organize', 'park', 'impossible', 'placing', 'object', 'jittere', 'place', 'need', 'way', 'polish'];"Would give it a positive eventually, but not at this state for this amount of money...
Has game breaking bugs like visitors in queues not entering rides resulting in not being able to achieve mission goals unless you are constantly monitoring this.
Also, graphical errors are all over the place. benches on an angle, broken paths, overlapping textures etc.
The grid system is a joke. A neatly organized park is almost impossible with placing objects jittering all over the place.
This game needs way more polishing.";-0.07992424242424243
Topic 1;0.39;ride, bug, guest, path, work, break, people, money, issue, campaign;['annoying', 'visual', 'animation', 'bug', 'developer', 'bother', 'fix', 'release', 'guest', 'head', 'disappear', 'ride', 'cam', 'guest', 'staff', 'animate', 'walk', 'time', 'see', 'line', 'shop', 'guest', 'look', 'lay', 'face', 'ground', 'bug', 'okay', 'day', 'add', 'select', 'hook', 'impossifye', 'coaster', 'bug', 'hook', 'hook', 'select'];"This game still has a few annoying visual and animation bugs that the developers have not bothered to fix before release, i.e. guests heads disappearing in Ride Cam, some guests and staff not animating walking at times, etc. I've even seen a line to a shop where guests look like they're laying face first in the ground. This amount of bugs is not okay within the first few days.

Oh, and may I also add that selecting a Hook when Impossifying coasters is also bugged: the Hook you get is NOT the Hook you selected.";-0.16875
Topic 1;0.25;ride, bug, guest, path, work, break, people, money, issue, campaign;['bomb', 'com', '', '', 'recomende'];THIS GAME IS THE BOMB.COM UNLESS GLICHS RECOMENDED;-0.4
Topic 1;0.36;ride, bug, guest, path, work, break, people, money, issue, campaign;['need', 'positive', 'review'];We need positive reviews!;0.28409090909090906
Topic 1;0.68;ride, bug, guest, path, work, break, people, money, issue, campaign;['release', 'ton', 'bug', 'tear', 'hair', 'try', 'complete', 'campaign', 'buy', 'shop', 'gather', 'guest', 'queue', 'serve', 'half', 'way', 'mission', 'restart', 'ride', '', 'stop', 'let', 'guest', 'create', 'huge', 'queue', 'restart', 'campaign', 'mission', 'shop', 'ride', 'guest', 'bug', 'luck', '', 'work', '', 'release', 'finish', 'wait', '', 'release', 'unfinished', 'shocker'];"This game was released with a ton of bugs that'll have you tearing your hair out trying to complete the campaign. So only buy now if you are OK with:
- shops that will gather guests in a queue but never serve them from half way through your mission.
- restarting rides regularly because they stops letting guests on. Again, creating huge queues.
- restarting your campaign mission until you do it with as few shops, rides, guests and bug luck that it finally works.

When they actually release the finished game it'll be great... oh wait, apparently it is released unfinished, shocker!";0.05352564102564102
